N_unmapped	1466177	1466177	1466177
N_multimapping	1564768	1564768	1564768
N_noFeature	2940104	13833898	13790934
N_ambiguous	635696	33105	32750
LOC115497387	0	0	0
LOC100221041	46	326	308
DCBLD2	1715	1178	1125
CMSS1	702	368	340
FILIP1L	1588	760	834
TBC1D23	1555	769	786
NIT2	2985	1485	1500
TOMM70	1540	774	766
LNP1	0	0	0
TMEM45A	28	20	8
TFG	3132	1539	1593
ABI3BP	18	6	12
IMPG2	33	16	17
SENP7	914	460	455
LOC115495942	1	0	2
LOC100219101	52	33	38
TXNL4B	437	195	257
TRMT10C	945	472	473
PCNP	4215	2087	2128
ZBTB11	669	359	310
RPL24	2130	1083	1048
CEP97	1228	590	638
NXPE3	560	259	301
NFKBIZ	151	89	62
ZPLD1	21	14	12
LOC115496929	0	0	5
LOC115496946	0	0	0
TRNAI-AAU	0	0	0
LOC115496954	0	0	0
LOC115496959	0	0	0
LOC115496968	0	0	0
LOC115496986	0	0	0
ALCAM	2449	1216	1233
CBLB	1021	511	510
LOC115497062	92	60	32
LOC115497073	6	1	5
LOC115495955	0	0	0
BBX	572	267	305
CD47	3926	1928	2002
LOC115497436	12	111	93
IFT57	1172	653	723
HHLA2	514	287	262
MYH15	165	94	90
CIP2A	115	53	62
SH2D1B	0	0	0
LOC101233451	0	0	0
HJURP	41	10	31
GUCA1C	9	2	7
LOC115497582	57	29	28
C1H3orf85	0	0	0
LOC115497585	0	0	0
NECTIN3	532	253	279
CD96	11	5	6
PLCXD2	583	293	290
PHLDB2	746	385	361
ABHD10	1247	627	620
TAGLN3	8659	4402	4257
TMPRSS7	52	44	8
LOC100228717	21	8	13
C1H3orf52	0	0	0
LOC115497973	0	0	0
LOC115497877	0	0	0
LOC100221949	11	4	7
LTN1	1167	581	586
RWDD2B	325	148	182
USP16	370	207	168
CCT8	6552	3385	3167
MAP3K7CL	6	0	6
LOC115498285	0	0	0
BACH1	802	407	395
PAXBP1	1345	707	638
IL18BP	80	39	41
RNF121	580	306	277
LOC115498571	187	99	94
NUMA1	605	295	313
LAMTOR1	80	43	37
TOMT	0	0	0
ANAPC15	1314	663	651
LOC100220024	1	1	0
INPPL1	170	104	95
PHOX2A	0	19	10
CLPB	695	353	342
STARD10	2222	1159	1063
ARAP1	184	92	92
PDE2A	2621	1230	1392
MIR139	0	0	0
LOC115490932	60	221	169
ARRB1	4935	2603	2661
WDR73	809	362	447
LOC115490961	26	9	17
LOC100221052	112	51	61
EMSY	705	336	369
LOC115491304	390	225	220
THAP12	237	134	158
TRNAP-UGG	0	0	0
TRNAP-AGG	0	0	0
WNT11	358	180	178
LOC115491422	0	0	0
UVRAG	901	497	404
LOC115491551	3	1	2
DGAT2	1690	820	870
MOGAT2	10	3	7
MAP6	14032	7067	6966
LOC100232594	0	0	0
APP	36191	17762	18430
GABPA	944	497	481
ATP5PF	5232	2804	2858
JAM2	2608	1518	1488
MRPL39	785	388	397
MIR155	0	0	0
NCAM2	3632	1848	1784
TMPRSS15	9	4	5
CHODL	281	165	116
LOC115497744	0	0	0
C1H21orf91	396	190	206
LOC115497746	0	0	0
LOC115492635	93	43	50
CXADR	662	324	338
LOC115492827	0	0	0
LOC115492865	0	0	0
LOC115492979	174	95	79
MIR125-1	26	16	10
LOC115493031	67	38	29
MIR99-1	0	0	0
LOC115492903	43	25	18
LOC115493069	31	11	20
USP25	1062	535	527
NRIP1	920	489	431
LOC115493342	0	0	0
LOC100226157	13	0	13
HSPA13	549	294	255
LIPI	0	0	0
ROBO2	2579	1293	1286
ROBO1	1390	700	690
LOC115493357	2	0	2
LOC115493358	0	0	0
GBE1	875	435	464
LOC115493362	235	136	123
LOC115493364	1	0	1
LOC115493363	0	0	0
LOC115493366	0	0	0
LOC115493369	41	16	25
LOC115493370	0	0	0
CADM2	8762	4372	4390
LOC115493375	4	0	4
LOC115493376	22	10	12
LOC115493382	17	14	3
VGLL3	37	17	20
CHMP2B	5284	2559	2725
POU1F1	112	56	56
HTR1F	217	123	94
LOC105759805	7	4	3
PDZK1	119	61	60
GPR89B	479	230	251
GJA8	5	2	3
GJA5	76	41	35
ACP6	474	245	230
BCL9	980	485	496
POGLUT1	1041	497	544
TIMMDC1	2557	1314	1243
CD80	259	128	131
ADPRH	1030	537	498
IGSF3	1123	561	567
LOC115493446	1	0	1
CD101	0	0	0
PTGFRN	1046	522	524
CD2	73	38	35
LOC100222365	334	157	177
LOC115497747	0	0	0
ILDR2	1331	673	658
MAEL	31	10	21
GPA33	3	0	3
DUSP27	0	0	0
POU2F1	390	182	208
CD247	11	8	3
CREG1	938	471	467
RCSD1	118	45	74
MPZL1	6159	3141	3018
TRNAP-CGG	0	0	0
TRNAP-AGG_1	0	0	0
MPC2	2956	1498	1542
DCAF6	2192	1262	1259
LOC115493512	8	130	124
GABRR3	4	4	0
RIOX2	306	151	155
CRYBG3	181	112	69
ARL6	1085	551	534
EPHA6	2313	1154	1227
